region,Year,week,date,bloom_stage,T2M,T2M_pred,T2M_final,T2M_MAX,T2M_MAX_pred,T2M_MAX_final,T2M_MIN,T2M_MIN_pred,T2M_MIN_final,PRECTOTCORR,PRECTOTCORR_pred,PRECTOTCORR_final,RH2M,RH2M_pred,RH2M_final,VPD,VPD_pred,VPD_final,ET0,ET0_pred,ET0_final,QV2M,QV2M_pred,QV2M_final,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN_pred,ALLSKY_SFC_SW_DWN_final,PS,PS_pred,PS_final
usa_11,2014,6,2014-02-07,NoBloom,8.032892857142858,,8.032892857142858,11.263419642857142,,11.263419642857142,5.6135,,5.6135,4.803571428571429,,4.803571428571429,81.4855,,81.4855,1.1284290284342264,,1.1284290284342264,4.989862766836099,,4.989862766836099,0.0060028928571428,,0.0060028928571428,9.866107142857144,,9.866107142857144,95.30940178571429,,95.30940178571429
usa_11,2014,7,2014-02-14,NoBloom,11.627044642857143,,11.627044642857143,16.36101785714286,,16.36101785714286,8.361473214285715,,8.361473214285715,0.5663214285714286,,0.5663214285714286,71.67836607142857,,71.67836607142857,1.3966470168788885,,1.3966470168788885,5.67249609805112,,5.67249609805112,0.0063130714285713,,0.0063130714285713,12.858214285714286,,12.858214285714286,95.56463392857142,,95.56463392857142
usa_11,2014,8,2014-02-21,NoBloom,10.856196428571428,,10.856196428571428,15.796526785714288,,15.796526785714288,7.1542232142857145,,7.1542232142857145,0.1019732142857142,,0.1019732142857142,64.049375,,64.049375,1.32607950683276,,1.32607950683276,6.367299853663427,,6.367299853663427,0.0054134732142856,,0.0054134732142856,15.906821428571428,,15.906821428571428,95.36570535714286,,95.36570535714286
usa_11,2014,9,2014-02-28,NoBloom,10.834633928571428,,10.834633928571428,14.425991071428571,,14.425991071428571,8.06782142857143,,8.06782142857143,7.835026785714286,,7.835026785714286,77.71415178571428,,77.71415178571428,1.3340405518168654,,1.3340405518168654,5.985727669394032,,5.985727669394032,0.006659919642857,,0.006659919642857,11.971892857142858,,11.971892857142858,94.58659821428571,,94.58659821428571
usa_11,2014,10,2014-03-07,SoB,11.8978125,,11.8978125,16.1285625,,16.1285625,8.4324375,,8.4324375,1.3664285714285715,,1.3664285714285715,74.85467857142858,,74.85467857142858,1.425746380101019,,1.425746380101019,6.019698162722198,,6.019698162722198,0.0068046785714285,,0.0068046785714285,14.809178571428571,,14.809178571428571,95.50894642857142,,95.50894642857142
usa_11,2014,11,2014-03-14,SoB,12.33842857142857,,12.33842857142857,17.510410714285715,,17.510410714285715,8.169223214285713,,8.169223214285713,0.1676785714285714,,0.1676785714285714,62.24901785714286,,62.24901785714286,1.469537002475613,,1.469537002475613,7.476732921379581,,7.476732921379581,0.0057666785714285,,0.0057666785714285,20.028964285714288,,20.028964285714288,95.6175,,95.6175
usa_11,2014,12,2014-03-21,SoB,11.659008928571428,,11.659008928571428,16.649026785714288,,16.649026785714288,7.545392857142858,,7.545392857142858,0.0590803571428571,,0.0590803571428571,63.09874107142857,,63.09874107142857,1.3965730430895809,,1.3965730430895809,7.370774751191533,,7.370774751191533,0.0055567857142856,,0.0055567857142856,20.78292857142857,,20.78292857142857,95.27990178571427,,95.27990178571427
usa_11,2014,13,2014-03-28,MoB,11.320803571428572,,11.320803571428572,15.439089285714283,,15.439089285714283,7.801035714285715,,7.801035714285715,2.1080089285714285,,2.1080089285714285,72.37361607142857,,72.37361607142857,1.3756239614522094,,1.3756239614522094,6.953385788541587,,6.953385788541587,0.006276544642857,,0.006276544642857,18.6975,,18.6975,95.22451785714286,,95.22451785714286
usa_11,2014,14,2014-04-04,MoB,9.683089285714283,,9.683089285714283,13.736508928571428,,13.736508928571428,6.1502767857142855,,6.1502767857142855,2.610535714285714,,2.610535714285714,72.14916964285715,,72.14916964285715,1.2435220789678043,,1.2435220789678043,6.972769565412709,,6.972769565412709,0.0056849910714285,,0.0056849910714285,20.054321428571427,,20.054321428571427,95.1894375,,95.1894375
usa_11,2014,15,2014-04-11,MoB,14.817642857142856,,14.817642857142856,20.09536607142857,,20.09536607142857,10.345678571428572,,10.345678571428572,0.0362857142857142,,0.0362857142857142,64.53732142857143,,64.53732142857143,1.7141974811178742,,1.7141974811178742,7.864295470914465,,7.864295470914465,0.0065872410714285,,0.0065872410714285,20.9025,,20.9025,95.23183928571429,,95.23183928571429
usa_11,2014,16,2014-04-18,PoB,14.55089285714286,,14.55089285714286,19.77083035714286,,19.77083035714286,9.981142857142858,,9.981142857142858,0.0316607142857142,,0.0316607142857142,65.36600892857143,,65.36600892857143,1.6819285663168686,,1.6819285663168686,8.787489334361688,,8.787489334361688,0.0065940892857142,,0.0065940892857142,23.740321428571427,,23.740321428571427,95.1495,,95.1495
usa_11,2014,17,2014-04-25,LPoB,11.986026785714284,,11.986026785714284,16.42325892857143,,16.42325892857143,7.953794642857143,,7.953794642857143,1.5043392857142857,,1.5043392857142857,67.32374107142857,,67.32374107142857,1.4357852233166044,,1.4357852233166044,8.186541950125873,,8.186541950125873,0.0059453303571428,,0.0059453303571428,22.943357142857145,,22.943357142857145,95.13041964285716,,95.13041964285716
usa_11,2014,18,2014-05-02,LPoB,16.173830357142855,,16.173830357142855,21.882241071428574,,21.882241071428574,10.942848214285714,,10.942848214285714,0.0687678571428571,,0.0687678571428571,56.584276785714295,,56.584276785714295,1.88778985441996,,1.88778985441996,9.736221366016077,,9.736221366016077,0.0061383749999999,,0.0061383749999999,27.656678571428568,,27.656678571428568,95.45888392857142,,95.45888392857142
usa_11,2014,19,2014-05-09,EoB,12.913669642857144,,12.913669642857144,17.462830357142856,,17.462830357142856,8.711910714285715,,8.711910714285715,0.2529732142857143,,0.2529732142857143,66.14478571428572,,66.14478571428572,1.5174635377056007,,1.5174635377056007,9.068103504066585,,9.068103504066585,0.0061966785714285,,0.0061966785714285,25.473035714285714,,25.473035714285714,95.20166964285714,,95.20166964285714
usa_11,2014,20,2014-05-16,EoB,17.859723214285715,,17.859723214285715,23.469428571428573,,23.469428571428573,12.5916875,,12.5916875,0.0254732142857142,,0.0254732142857142,52.72307142857143,,52.72307142857143,2.115915158405072,,2.115915158405072,10.550655813305948,,10.550655813305948,0.0060527232142856,,0.0060527232142856,29.024821428571432,,29.024821428571432,95.4180625,,95.4180625
usa_11,2014,21,2014-05-23,EoB,15.55870535714286,,15.55870535714286,20.389544642857143,,20.389544642857143,11.043044642857144,,11.043044642857144,0.4211160714285714,,0.4211160714285714,67.41066964285714,,67.41066964285714,1.819669697188369,,1.819669697188369,9.241726305285248,,9.241726305285248,0.0072767053571428,,0.0072767053571428,24.017321428571428,,24.017321428571428,95.13375892857144,,95.13375892857144
usa_11,2014,22,2014-05-30,EoB,17.563669642857143,,17.563669642857143,23.426526785714284,,23.426526785714284,12.037651785714283,,12.037651785714283,0.0143571428571428,,0.0143571428571428,52.70967857142857,,52.70967857142857,2.06821891851941,,2.06821891851941,10.842726797195564,,10.842726797195564,0.0058257946428571,,0.0058257946428571,28.833357142857142,,28.833357142857142,95.09422321428572,,95.09422321428572
usa_11,2014,23,2014-06-06,NoBloom,18.650669642857142,,18.650669642857142,24.60294642857143,,24.60294642857143,12.84580357142857,,12.84580357142857,0.0319642857142856,,0.0319642857142856,55.60060714285714,,55.60060714285714,2.2386585139391366,,2.2386585139391366,10.415635975106053,,10.415635975106053,0.0064284910714285,,0.0064284910714285,26.49125,,26.49125,94.81324107142856,,94.81324107142856
usa_11,2014,24,2014-06-13,NoBloom,18.658883928571427,,18.658883928571427,24.256,,24.256,13.451044642857145,,13.451044642857145,0.0267946428571428,,0.0267946428571428,56.69284821428571,,56.69284821428571,2.2440742289166025,,2.2440742289166025,10.808921395325305,,10.808921395325305,0.0067478839285713,,0.0067478839285713,27.48342857142857,,27.48342857142857,94.84730357142855,,94.84730357142855
usa_11,2014,25,2014-06-20,NoBloom,17.782910714285713,,17.782910714285713,23.447107142857146,,23.447107142857146,12.361821428571428,,12.361821428571428,0.0345089285714285,,0.0345089285714285,53.578535714285714,,53.578535714285714,2.112833840321175,,2.112833840321175,11.033111628298036,,11.033111628298036,0.0059208839285713,,0.0059208839285713,29.79489285714285,,29.79489285714285,95.06991071428573,,95.06991071428573
